0x0000 Type: 0   Name: UNKNOWN                                      flags: 0x0002 TYPE_TCP_WCHAR_STR
0x03F6 Type: 0   Name: PUBLIC_IP                                    flags: 0x038B TYPE_TCP_WCHAR_STR
0x03F7 Type: 8   Name: PUBLIC_NET_ADDR                              flags: 0x0594 TYPE_TCP_UINT64
0x03F8 Type: 3   Name: PUBLIC_PORT                                  flags: 0x038C TYPE_TCP_UINT32
0x03F9 Type: 5   Name: PVE_FLAG                                     flags: 0x05C7 TYPE_TCP_UINT8
0x03FA Type: 0   Name: PVP_FLAG                                     flags: 0x0595 TYPE_TCP_WCHAR_STR
0x03FB Type: 0   Name: QUALITY_NAME                                 flags: 0x038D TYPE_TCP_WCHAR_STR
0x03FC Type: 3   Name: QUALITY_RANKING                              flags: 0x05EB TYPE_TCP_UINT32
0x03FD Type: 3   Name: QUALITY_VALUE_ID                             flags: 0x05C0 TYPE_TCP_UINT32
0x03FE Type: 3   Name: QUANTITY                                     flags: 0x038E TYPE_TCP_UINT32
0x03FF Type: 3   Name: QUEST_GROUP_ID                               flags: 0x05DA TYPE_TCP_UINT32
0x0400 Type: 3   Name: QUEST_ID                                     flags: 0x038F TYPE_TCP_UINT32
0x0401 Type: 3   Name: QUEST_PREREQUISITE_ID                        flags: 0x05C9 TYPE_TCP_UINT32
0x0402 Type: 3   Name: QUEST_REQUIREMENT_ID                         flags: 0x0390 TYPE_TCP_UINT32
0x0403 Type: 3   Name: QUEST_TYPE_VALUE_ID                          flags: 0x0391 TYPE_TCP_UINT32
0x0404 Type: 7   Name: QUEUE_BOT_BALANCE_MULTIPLIER                 flags: 0x0392 TYPE_TCP_DATETIME
0x0405 Type: 5   Name: QUEUE_NO_TEAMS_FLAG                          flags: 0x0393 TYPE_TCP_UINT8
0x0406 Type: 5   Name: QUEUE_SAME_LEVEL_FLAG                        flags: 0x0394 TYPE_TCP_UINT8
0x0407 Type: 3   Name: QUEUE_SELECTION_LIST_ID                      flags: 0x0395 TYPE_TCP_UINT32
0x0408 Type: 3   Name: QUEUE_TYPE_VALUE_ID                          flags: 0x0396 TYPE_TCP_UINT32
0x0409 Type: 3   Name: RACE_MATERIAL_PARAMETER_ID                   flags: 0x0397 TYPE_TCP_UINT32
0x040A Type: 3   Name: RACK                                         flags: 0x0398 TYPE_TCP_UINT32
0x040B Type: 1   Name: RADIUS                                       flags: 0x0399 TYPE_TCP_FLOAT
0x040C Type: 3   Name: RAID_ATTACKER_BONUS                          flags: 0x039A TYPE_TCP_UINT32
0x040D Type: 3   Name: RAID_DEFENDER_BONUS                          flags: 0x039B TYPE_TCP_UINT32
0x040E Type: 5   Name: RAID_FLAG                                    flags: 0x039C TYPE_TCP_UINT8
0x040F Type: 3   Name: RAID_HEX_RING                                flags: 0x039D TYPE_TCP_UINT32
0x0410 Type: 3   Name: RAID_ID                                      flags: 0x039E TYPE_TCP_UINT32
0x0411 Type: 5   Name: RAID_LEADER_FLAG                             flags: 0x05B9 TYPE_TCP_UINT8
0x0412 Type: 3   Name: RAID_PHASE                                   flags: 0x05B6 TYPE_TCP_UINT32
0x0413 Type: 3   Name: RAID_POINTS                                  flags: 0x05B8 TYPE_TCP_UINT32
0x0414 Type: 3   Name: RAID_POINTS_TO_WIN                           flags: 0x05B7 TYPE_TCP_UINT32
0x0415 Type: 3   Name: RANDOM_ROLL                                  flags: 0x03A1 TYPE_TCP_UINT32
0x0416 Type: 3   Name: RANK                                         flags: 0x03A0 TYPE_TCP_UINT32
0x0417 Type: 3   Name: RANK_ID                                      flags: 0x039F TYPE_TCP_UINT32
0x0418 Type: 3   Name: RANK_LEVEL                                   flags: 0x03A2 TYPE_TCP_UINT32
0x0419 Type: 0   Name: RANK_NAME                                    flags: 0x03A3 TYPE_TCP_WCHAR_STR
0x041A Type: 1   Name: RATE                                         flags: 0x03A4 TYPE_TCP_FLOAT
0x041B Type: 7   Name: RECEIVED_DATETIME                            flags: 0x03A5 TYPE_TCP_DATETIME
0x041C Type: 3   Name: RECIPIENT_PLAYER_ID                          flags: 0x03A6 TYPE_TCP_UINT32
0x041D Type: 3   Name: RECONNECT_TIMEOUT_SEC                        flags: 0x03A7 TYPE_TCP_UINT32
0x041E Type: 0   Name: RECRUITING_FLAG                              flags: 0x03A8 TYPE_TCP_WCHAR_STR
0x041F Type: 0   Name: RECRUITING_LISTING_TEXT                      flags: 0x03A9 TYPE_TCP_WCHAR_STR
0x0420 Type: 0   Name: RECRUITING_SUB_ONLY_FLAG                     flags: 0x03AA TYPE_TCP_WCHAR_STR
0x0421 Type: 0   Name: REEVALUATE_TESTS_FLAG                        flags: 0x03AB TYPE_TCP_WCHAR_STR
0x0422 Type: 0   Name: REFERENCE_NAME                               flags: 0x03AC TYPE_TCP_WCHAR_STR
0x0423 Type: 5   Name: REFERENCE_ONLY_FLAG                          flags: 0x03AD TYPE_TCP_UINT8
0x0424 Type: 3   Name: REF_BOT_ID                                   flags: 0x03AE TYPE_TCP_UINT32
0x0425 Type: 3   Name: REF_DEPLOYABLE_ID                            flags: 0x03AF TYPE_TCP_UINT32
0x0426 Type: 3   Name: REGION                                       flags: 0x057B TYPE_TCP_UINT32
0x0427 Type: 3   Name: REMAINING_LAUNCH_SECONDS                     flags: 0x03B0 TYPE_TCP_UINT32
0x0428 Type: 1   Name: REMAINING_QUANTITY                           flags: 0x03B1 TYPE_TCP_FLOAT
0x0429 Type: 3   Name: REMAINING_SECONDS                            flags: 0x03B2 TYPE_TCP_UINT32
0x042A Type: 3   Name: REMAINING_USES                               flags: 0x03B3 TYPE_TCP_UINT32
0x042B Type: 3   Name: REMOTE_TYPE_VALUE_ID                         flags: 0x03B4 TYPE_TCP_UINT32
0x042C Type: 5   Name: REMOVE_ALERT_FLAG                            flags: 0x03B5 TYPE_TCP_UINT8
0x042D Type: 0   Name: REPEATABLE_FLAG                              flags: 0x03B6 TYPE_TCP_WCHAR_STR
0x042E Type: 3   Name: REQUIRED_ACHIEVEMENT_ID                      flags: 0x05AA TYPE_TCP_UINT32
0x042F Type: 3   Name: REQUIRED_ACHIEVEMENT_POINTS                  flags: 0x03B7 TYPE_TCP_UINT32
0x0430 Type: 3   Name: REQUIRED_CATEGORY_VALUE_ID                   flags: 0x03B9 TYPE_TCP_UINT32
0x0431 Type: 0   Name: REQUIRED_FLAG                                flags: 0x03BA TYPE_TCP_WCHAR_STR
0x0432 Type: 3   Name: REQUIRED_LEVEL                               flags: 0x03BB TYPE_TCP_UINT32
0x0433 Type: 3   Name: REQUIRED_SKILL_ID                            flags: 0x03B8 TYPE_TCP_UINT32
0x0434 Type: 3   Name: REQUIRED_XP_LEVEL_ID                         flags: 0x03BC TYPE_TCP_UINT32
0x0435 Type: 3   Name: REQUIREMENT_ID                               flags: 0x0584 TYPE_TCP_UINT32
0x0436 Type: 3   Name: REQUIREMENT_LIST_ID                          flags: 0x03BD TYPE_TCP_UINT32
0x0437 Type: 3   Name: REQUIREMENT_TYPE_VALUE_ID                    flags: 0x03C0 TYPE_TCP_UINT32
0x0438 Type: 1   Name: REQUIREMENT_VALUE                            flags: 0x03C1 TYPE_TCP_FLOAT
0x0439 Type: 0   Name: REQUIRE_AIMMODE_FLAG                         flags: 0x03C2 TYPE_TCP_WCHAR_STR
0x043A Type: 0   Name: REQUIRE_AMMO_TO_LIVE_FLAG                    flags: 0x03C3 TYPE_TCP_WCHAR_STR
0x043B Type: 0   Name: REQUIRE_LOS_FLAG                             flags: 0x03C4 TYPE_TCP_WCHAR_STR
0x043C Type: 3   Name: RESOURCE_ITEM_ID                             flags: 0x03C5 TYPE_TCP_UINT32
0x043D Type: 3   Name: RESPONSE                                     flags: 0x03C6 TYPE_TCP_UINT32
0x043E Type: 7   Name: RESPONSE_DATETIME                            flags: 0x03C7 TYPE_TCP_DATETIME
0x043F Type: 3   Name: RESTRICT_FIRING_FLAGS                        flags: 0x03C8 TYPE_TCP_UINT32
0x0440 Type: 0   Name: RESTRICT_IN_COMBAT_FLAG                      flags: 0x03C9 TYPE_TCP_WCHAR_STR
0x0441 Type: 3   Name: RESTRICT_PHYSICS_FIRING_FLAGS                flags: 0x03CA TYPE_TCP_UINT32
0x0442 Type: 3   Name: RES_ID                                       flags: 0x03BE TYPE_TCP_UINT32
0x0443 Type: 3   Name: RES_TYPE_VALUE_ID                            flags: 0x03BF TYPE_TCP_UINT32
0x0444 Type: 3   Name: RETICULE_RES_ID                              flags: 0x03CB TYPE_TCP_UINT32
0x0445 Type: 1   Name: RETURN_TO_IDLE_ANIM_SECS                     flags: 0x03CC TYPE_TCP_FLOAT
0x0446 Type: 3   Name: REWARD_EVENT_VALUE_ID                        flags: 0x03CD TYPE_TCP_UINT32
0x0447 Type: 3   Name: REWARD_ID                                    flags: 0x03CE TYPE_TCP_UINT32
0x0448 Type: 0   Name: REWARD_IS_POOLED_FLAG                        flags: 0x03CF TYPE_TCP_WCHAR_STR
0x0449 Type: 3   Name: REWARD_ITEM_ID                               flags: 0x03D0 TYPE_TCP_UINT32
0x044A Type: 3   Name: REWARD_VALUE                                 flags: 0x03D1 TYPE_TCP_UINT32
0x044B Type: 3   Name: RIGHT_CLICK_BEHAVIOR_TYPE_VALUE_ID           flags: 0x03D2 TYPE_TCP_UINT32
0x044C Type: 3   Name: ROSTER_FLAGS                                 flags: 0x03D3 TYPE_TCP_UINT32
0x044D Type: 0   Name: ROTATION_FOLLOWS_VELOCITY_FLAG               flags: 0x03D4 TYPE_TCP_WCHAR_STR
0x044E Type: 3   Name: ROTATION_MAP_SELECTION_LIST_ID               flags: 0x03D5 TYPE_TCP_UINT32
0x044F Type: 3   Name: ROTATION_RATE                                flags: 0x03D6 TYPE_TCP_UINT32
0x0450 Type: 3   Name: ROTATOR_PITCH                                flags: 0x03D7 TYPE_TCP_UINT32
0x0451 Type: 3   Name: ROTATOR_ROLL                                 flags: 0x060D TYPE_TCP_UINT32
0x0452 Type: 3   Name: ROTATOR_YAW                                  flags: 0x03D8 TYPE_TCP_UINT32
0x0453 Type: 0   Name: SAME_TEAM_FLAG                               flags: 0x03D9 TYPE_TCP_WCHAR_STR
0x0454 Type: 1   Name: SCALE                                        flags: 0x03DA TYPE_TCP_FLOAT
0x0455 Type: 1   Name: SCALE_3D_X                                   flags: 0x03DB TYPE_TCP_FLOAT
0x0456 Type: 1   Name: SCALE_3D_Y                                   flags: 0x03DC TYPE_TCP_FLOAT
0x0457 Type: 1   Name: SCALE_3D_Z                                   flags: 0x03DD TYPE_TCP_FLOAT
0x0458 Type: 0   Name: SCALE_FIRE_ANIM_FLAG                         flags: 0x03DE TYPE_TCP_WCHAR_STR
0x0459 Type: 1   Name: SCALING_FACTOR                               flags: 0x05B3 TYPE_TCP_FLOAT
0x045A Type: 3   Name: SCALING_TYPE_VALUE_ID                        flags: 0x03DF TYPE_TCP_UINT32
0x045B Type: 3   Name: SCENARIO_ID                                  flags: 0x03E0 TYPE_TCP_UINT32
0x045C Type: 3   Name: SCOPE_MATERIAL_RES_ID                        flags: 0x03E1 TYPE_TCP_UINT32
0x045D Type: 1   Name: SCORE                                        flags: 0x03E2 TYPE_TCP_FLOAT
0x045E Type: 1   Name: SCORE_PER_MIN_AVG                            flags: 0x03E3 TYPE_TCP_FLOAT
0x045F Type: 0   Name: SCRIPT_XML                                   flags: 0x0612 TYPE_TCP_WCHAR_STR
0x0460 Type: 5   Name: SEAL_FLAG                                    flags: 0x03E7 TYPE_TCP_UINT8
0x0461 Type: 3   Name: SECONDARY_FIRE_MODE_SEQUENCE                 flags: 0x03E8 TYPE_TCP_UINT32
0x0462 Type: 3   Name: SECONDARY_SLOT_USED_VALUE_ID                 flags: 0x03E9 TYPE_TCP_UINT32
0x0463 Type: 3   Name: SECURED_MAP_GAME_ID                          flags: 0x03EA TYPE_TCP_UINT32
0x0464 Type: 3   Name: SECURE_ALLIANCE_ID                           flags: 0x03EB TYPE_TCP_UINT32
0x0465 Type: 3   Name: SEE_FLAGS                                    flags: 0x03EC TYPE_TCP_UINT32
0x0466 Type: 3   Name: SEGMENT_COUNT                                flags: 0x03E4 TYPE_TCP_UINT32
0x0467 Type: 3   Name: SELECTED_FLAG                                flags: 0x03E5 TYPE_TCP_UINT32
0x0468 Type: 1   Name: SELECTION_CHANCE                             flags: 0x03E6 TYPE_TCP_FLOAT
0x0469 Type: 3   Name: SELECTION_LIST_TYPE_VALUE_ID                 flags: 0x03ED TYPE_TCP_UINT32
0x046A Type: 3   Name: SELL_PRICE                                   flags: 0x03EE TYPE_TCP_UINT32
0x046B Type: 3   Name: SENDER_PLAYER_ID                             flags: 0x03EF TYPE_TCP_UINT32
0x046C Type: 3   Name: SENSOR_RANGE                                 flags: 0x03F0 TYPE_TCP_UINT32
0x046D Type: 3   Name: SENSOR_TYPE_VALUE_ID                         flags: 0x03F1 TYPE_TCP_UINT32
0x046E Type: 7   Name: SENT_DATETIME                                flags: 0x03F2 TYPE_TCP_DATETIME
0x046F Type: 3   Name: SEQUENCE_NUMBER                              flags: 0x03F3 TYPE_TCP_UINT32
0x0470 Type: 3   Name: SERVER_ID                                    flags: 0x03F4 TYPE_TCP_UINT32
0x0471 Type: 3   Name: SERVER_TYPE                                  flags: 0x03F5 TYPE_TCP_UINT32
0x0472 Type: 5   Name: SERVICE_FLAG                                 flags: 0x03F6 TYPE_TCP_UINT8
0x0473 Type: 9   Name: SESSION_GUID                                 flags: 0x03F7 TYPE_TCP_UUID_16_BYTES
0x0474 Type: 3   Name: SETTING_FLAGS                                flags: 0x03F8 TYPE_TCP_UINT32
0x0475 Type: 3   Name: SHIELD_DIR_FLAGS                             flags: 0x05F3 TYPE_TCP_UINT32
0x0476 Type: 3   Name: SHIELD_ORIGIN_FLAGS                          flags: 0x05F7 TYPE_TCP_UINT32
0x0477 Type: 3   Name: SHIELD_POSITION_FLAGS                        flags: 0x03F9 TYPE_TCP_UINT32
0x0478 Type: 3   Name: SHIELD_PROGRESS                              flags: 0x03FA TYPE_TCP_UINT32
0x0479 Type: 3   Name: SHORT_DESC_MSG_ID                            flags: 0x03FB TYPE_TCP_UINT32
0x047A Type: 0   Name: SHOW_COUNTDOWN_TIMER_FLAG                    flags: 0x03FC TYPE_TCP_WCHAR_STR
0x047B Type: 3   Name: SIDE                                         flags: 0x03FD TYPE_TCP_UINT32
0x047C Type: 3   Name: SITUATIONAL_TYPE_VALUE_ID                    flags: 0x03FE TYPE_TCP_UINT32
0x047D Type: 1   Name: SITUATIONAL_VALUE                            flags: 0x03FF TYPE_TCP_FLOAT
0x047E Type: 3   Name: SKEL_CONTROL_RES_ID                          flags: 0x0400 TYPE_TCP_UINT32
0x047F Type: 3   Name: SKILL_GROUP_ID                               flags: 0x0401 TYPE_TCP_UINT32
0x0480 Type: 3   Name: SKILL_GROUP_SET_ID                           flags: 0x0402 TYPE_TCP_UINT32
0x0481 Type: 3   Name: SKILL_ID                                     flags: 0x0602 TYPE_TCP_UINT32
0x0482 Type: 3   Name: SKILL_LEVEL_MIN                              flags: 0x0608 TYPE_TCP_UINT32
0x0483 Type: 0   Name: SKILL_NAME                                   flags: 0x0403 TYPE_TCP_WCHAR_STR
0x0484 Type: 3   Name: SKILL_POINTS                                 flags: 0x0404 TYPE_TCP_UINT32
0x0485 Type: 1   Name: SKILL_RATING                                 flags: 0x0405 TYPE_TCP_FLOAT
0x0486 Type: 3   Name: SKIN_MATERIAL_PARAMETER_ID                   flags: 0x0406 TYPE_TCP_UINT32
0x0487 Type: 3   Name: SLOT_TYPE_VALUE_ID                           flags: 0x0407 TYPE_TCP_UINT32
0x0488 Type: 3   Name: SLOT_USED_VALUE_ID                           flags: 0x0408 TYPE_TCP_UINT32
0x0489 Type: 3   Name: SLOT_VALUE_ID                                flags: 0x0409 TYPE_TCP_UINT32
0x048A Type: 3   Name: SOCKET_OFFSET_INFO_RES_ID                    flags: 0x040A TYPE_TCP_UINT32
0x048B Type: 3   Name: SOCKET_RES_ID                                flags: 0x040B TYPE_TCP_UINT32
0x048C Type: 3   Name: SOD_ID                                       flags: 0x040C TYPE_TCP_UINT32
0x048D Type: 3   Name: SOLO_COUNT                                   flags: 0x040D TYPE_TCP_UINT32
0x048E Type: 3   Name: SORT_ORDER                                   flags: 0x040E TYPE_TCP_UINT32
0x048F Type: 3   Name: SORT_TOKEN                                   flags: 0x040F TYPE_TCP_UINT32
0x0490 Type: 3   Name: SOUND_CUE_ID                                 flags: 0x0410 TYPE_TCP_UINT32
0x0491 Type: 0   Name: SOUND_CUE_NAME                               flags: 0x0411 TYPE_TCP_WCHAR_STR
0x0492 Type: 3   Name: SOUND_CUE_RES_ID                             flags: 0x0412 TYPE_TCP_UINT32
0x0493 Type: 3   Name: SOUND_RES_ID                                 flags: 0x0413 TYPE_TCP_UINT32
0x0494 Type: 3   Name: SOURCE                                       flags: 0x0414 TYPE_TCP_UINT32
0x0495 Type: 3   Name: SOURCE_CHARACTER_ID                          flags: 0x0415 TYPE_TCP_UINT32
0x0496 Type: 0   Name: SOURCE_NAME                                  flags: 0x0416 TYPE_TCP_WCHAR_STR
0x0497 Type: 3   Name: SOURCE_PLAYER_ID                             flags: 0x0417 TYPE_TCP_UINT32
0x0498 Type: 3   Name: SOURCE_VALUE_ID                              flags: 0x0418 TYPE_TCP_UINT32
0x0499 Type: 3   Name: SPAWN_BOT_ID                                 flags: 0x0419 TYPE_TCP_UINT32
0x049A Type: 1   Name: SPAWN_CHANCE                                 flags: 0x041A TYPE_TCP_FLOAT
0x049B Type: 3   Name: SPAWN_DEPLOYABLE_ID                          flags: 0x041B TYPE_TCP_UINT32
0x049C Type: 3   Name: SPAWN_GROUP                                  flags: 0x041C TYPE_TCP_UINT32
0x049D Type: 3   Name: SPAWN_GROUP_MAX                              flags: 0x041D TYPE_TCP_UINT32
0x049E Type: 3   Name: SPAWN_GROUP_RESPAWN_SEC                      flags: 0x041E TYPE_TCP_UINT32
0x049F Type: 3   Name: SPAWN_ITEM_ID                                flags: 0x041F TYPE_TCP_UINT32
0x04A0 Type: 0   Name: SPAWN_POINT_NAME                             flags: 0x0420 TYPE_TCP_WCHAR_STR
0x04A1 Type: 3   Name: SPECTATE_ALLIANCE_ID                         flags: 0x0421 TYPE_TCP_UINT32
0x04A2 Type: 5   Name: SPECTATING_FLAG                              flags: 0x0424 TYPE_TCP_UINT8
0x04A3 Type: 3   Name: SPEED                                        flags: 0x0425 TYPE_TCP_UINT32
0x04A4 Type: 1   Name: SPEED_MAX                                    flags: 0x0599 TYPE_TCP_FLOAT
0x04A5 Type: 0   Name: SQL                                          flags: 0x0422 TYPE_TCP_WCHAR_STR
0x04A6 Type: 3   Name: SQL_ERROR_STATE                              flags: 0x0423 TYPE_TCP_UINT32
0x04A7 Type: 3   Name: SQUAD_ROLE_VALUE_ID                          flags: 0x05B5 TYPE_TCP_UINT32
0x04A8 Type: 3   Name: STACK_COUNT_MAX                              flags: 0x0426 TYPE_TCP_UINT32
0x04A9 Type: 0   Name: STAIRS_FLAG                                  flags: 0x05B2 TYPE_TCP_WCHAR_STR
0x04AA Type: 7   Name: START_DATETIME                               flags: 0x0427 TYPE_TCP_DATETIME
0x04AB Type: 3   Name: START_PRICE                                  flags: 0x0428 TYPE_TCP_UINT32
0x04AC Type: 3   Name: START_ROW_NUMBER                             flags: 0x0429 TYPE_TCP_UINT32
0x04AD Type: 1   Name: START_VALUE                                  flags: 0x042A TYPE_TCP_FLOAT
0x04AE Type: 7   Name: STATE_CHANGE_DATETIME                        flags: 0x042B TYPE_TCP_DATETIME
0x04AF Type: 3   Name: STATE_VALUE_ID                               flags: 0x042C TYPE_TCP_UINT32
0x04B0 Type: 5   Name: STATIC_FLAG                                  flags: 0x0606 TYPE_TCP_UINT8
0x04B1 Type: 0   Name: STATSMGR_PIPE_NAME                           flags: 0x042D TYPE_TCP_WCHAR_STR
0x04B2 Type: 3   Name: STATS_ID                                     flags: 0x0439 TYPE_TCP_UINT32
0x04B3 Type: 3   Name: STATS_ID2                                    flags: 0x043A TYPE_TCP_UINT32
0x04B4 Type: 3   Name: STATS_ID3                                    flags: 0x043B TYPE_TCP_UINT32
0x04B5 Type: 5   Name: STATS_PVP                                    flags: 0x042E TYPE_TCP_UINT8
0x04B6 Type: 1   Name: STATS_SUM                                    flags: 0x042F TYPE_TCP_FLOAT
0x04B7 Type: 3   Name: STATS_TIME                                   flags: 0x0430 TYPE_TCP_UINT32
0x04B8 Type: 1   Name: STATS_VALUE                                  flags: 0x0431 TYPE_TCP_FLOAT
0x04B9 Type: 5   Name: STATS_WON                                    flags: 0x0432 TYPE_TCP_UINT8
0x04BA Type: 7   Name: STATUS_CHANGE_DATETIME                       flags: 0x0433 TYPE_TCP_DATETIME
0x04BB Type: 3   Name: STATUS_CODE                                  flags: 0x0434 TYPE_TCP_UINT32
0x04BC Type: 3   Name: STATUS_MSG_ID                                flags: 0x0435 TYPE_TCP_UINT32
0x04BD Type: 5   Name: STATUS_UPDATE                                flags: 0x0436 TYPE_TCP_UINT8
0x04BE Type: 3   Name: STATUS_VALUE_ID                              flags: 0x0437 TYPE_TCP_UINT32
0x04BF Type: 1   Name: STAT_RANK                                    flags: 0x0438 TYPE_TCP_FLOAT
0x04C0 Type: 1   Name: STAT_VARIANCE                                flags: 0x0442 TYPE_TCP_FLOAT
0x04C1 Type: 3   Name: STEALTH_AGGRO_RANGE                          flags: 0x0443 TYPE_TCP_UINT32
0x04C2 Type: 3   Name: STEALTH_SENSOR_RANGE                         flags: 0x043C TYPE_TCP_UINT32
0x04C3 Type: 3   Name: STEAL_MAP_GAME_ID                            flags: 0x043D TYPE_TCP_UINT32
0x04C4 Type: 3   Name: STEAL_MAP_SEL_LIST_ID                        flags: 0x043E TYPE_TCP_UINT32
0x04C5 Type: 8   Name: STEAM_ID                                     flags: 0x043F TYPE_TCP_UINT64
0x04C6 Type: 10  Name: STEAM_TOKEN                                  flags: 0x0440 TYPE_TCP_DYNAMIC_UINT32_SIZE
0x04C7 Type: 0   Name: STICK_TO_WALL_FLAG                           flags: 0x0441 TYPE_TCP_WCHAR_STR
0x04C8 Type: 3   Name: STRIKE_FORCE_ID                              flags: 0x05E9 TYPE_TCP_UINT32
0x04C9 Type: 0   Name: STRING_VALUE                                 flags: 0x0444 TYPE_TCP_WCHAR_STR
0x04CA Type: 0   Name: SUBJECT                                      flags: 0x0445 TYPE_TCP_WCHAR_STR
0x04CB Type: 3   Name: SUBJECT_MSG_ID                               flags: 0x0446 TYPE_TCP_UINT32
0x04CC Type: 0   Name: SUBNET_DATA_IP                               flags: 0x0447 TYPE_TCP_WCHAR_STR
0x04CD Type: 3   Name: SUBNET_DATA_MASK                             flags: 0x0448 TYPE_TCP_UINT32
0x04CE Type: 0   Name: SUBNET_DMZ_IP                                flags: 0x0449 TYPE_TCP_WCHAR_STR
0x04CF Type: 3   Name: SUBNET_DMZ_MASK                              flags: 0x044A TYPE_TCP_UINT32
0x04D0 Type: 0   Name: SUBNET_GAME_IP                               flags: 0x044B TYPE_TCP_WCHAR_STR
0x04D1 Type: 3   Name: SUBNET_GAME_MASK                             flags: 0x044C TYPE_TCP_UINT32
0x04D2 Type: 3   Name: SUBNET_PUBLIC_MASK                           flags: 0x044D TYPE_TCP_UINT32
0x04D3 Type: 3   Name: SUB_SKILL_ID                                 flags: 0x044E TYPE_TCP_UINT32
0x04D4 Type: 5   Name: SUCCESS                                      flags: 0x044F TYPE_TCP_UINT8
0x04D5 Type: 3   Name: SUMMARY_MSG_ID                               flags: 0x057E TYPE_TCP_UINT32
0x04D6 Type: 1   Name: SURFACE_PENALTY                              flags: 0x0450 TYPE_TCP_FLOAT
0x04D7 Type: 5   Name: SYMMETRIC_FLAG                               flags: 0x0451 TYPE_TCP_UINT8
0x04D8 Type: 3   Name: SYSTEM_CRAFT_SKILL_LEVEL                     flags: 0x0452 TYPE_TCP_UINT32
0x04D9 Type: 0   Name: SYSTEM_GENERATED_FLAG                        flags: 0x0453 TYPE_TCP_WCHAR_STR
0x04DA Type: 3   Name: SYS_SITE_ID                                  flags: 0x0454 TYPE_TCP_UINT32
0x04DB Type: 3   Name: TAB                                          flags: 0x0455 TYPE_TCP_UINT32
0x04DC Type: 1   Name: TARGET                                       flags: 0x0456 TYPE_TCP_FLOAT
0x04DD Type: 3   Name: TARGET_FX_ID                                 flags: 0x0457 TYPE_TCP_UINT32
0x04DE Type: 0   Name: TARGET_NAME                                  flags: 0x0458 TYPE_TCP_WCHAR_STR
0x04DF Type: 0   Name: TARGET_NAME_POSSESSIVE                       flags: 0x0459 TYPE_TCP_WCHAR_STR
0x04E0 Type: 3   Name: TARGET_ONLY_PHYSICAL_TYPE_VALUE_ID           flags: 0x045A TYPE_TCP_UINT32
0x04E1 Type: 3   Name: TARGET_PLAYER_ID                             flags: 0x045B TYPE_TCP_UINT32
0x04E2 Type: 3   Name: TARGET_TYPE_AFFECT_VALUE_ID                  flags: 0x045C TYPE_TCP_UINT32
0x04E3 Type: 3   Name: TARGET_TYPE_VALUE_ID                         flags: 0x045D TYPE_TCP_UINT32
0x04E4 Type: 3   Name: TASK_FORCE                                   flags: 0x045E TYPE_TCP_UINT32
0x04E5 Type: 3   Name: TASK_FORCE_NUMBER                            flags: 0x045F TYPE_TCP_UINT32
0x04E6 Type: 3   Name: TASK_TEAM                                    flags: 0x0460 TYPE_TCP_UINT32
0x04E7 Type: 1   Name: TAX_PERCENT                                  flags: 0x05BF TYPE_TCP_FLOAT
0x04E8 Type: 3   Name: TEAM_BOOSTS                                  flags: 0x0461 TYPE_TCP_UINT32
0x04E9 Type: 3   Name: TEAM_COUNT                                   flags: 0x0462 TYPE_TCP_UINT32
0x04EA Type: 3   Name: TEAM_COUNT_MAX                               flags: 0x0580 TYPE_TCP_UINT32
0x04EB Type: 3   Name: TEAM_COUNT_MIN                               flags: 0x05D4 TYPE_TCP_UINT32
0x04EC Type: 5   Name: TEAM_FLAG                                    flags: 0x0464 TYPE_TCP_UINT8
0x04ED Type: 3   Name: TEAM_ID                                      flags: 0x0463 TYPE_TCP_UINT32
0x04EE Type: 5   Name: TEAM_LEADER_FLAG                             flags: 0x0465 TYPE_TCP_UINT8
0x04EF Type: 3   Name: TEAM_MODE                                    flags: 0x0466 TYPE_TCP_UINT32
0x04F0 Type: 0   Name: TEAM_NAME                                    flags: 0x0467 TYPE_TCP_WCHAR_STR
0x04F1 Type: 0   Name: TEAM_REQUIRED_FLAG                           flags: 0x0468 TYPE_TCP_WCHAR_STR
0x04F2 Type: 3   Name: TEAM_SIZE                                    flags: 0x0469 TYPE_TCP_UINT32
0x04F3 Type: 3   Name: TECH_LEVEL_VALUE_ID                          flags: 0x046A TYPE_TCP_UINT32
0x04F4 Type: 1   Name: TERRITORY_BONUS                              flags: 0x046B TYPE_TCP_FLOAT
0x04F5 Type: 3   Name: TERRITORY_COUNT                              flags: 0x046C TYPE_TCP_UINT32
0x04F6 Type: 5   Name: TERRITORY_LOCKED_FLAG                        flags: 0x046D TYPE_TCP_UINT8
0x04F7 Type: 5   Name: TEST_BYTE                                    flags: 0x046E TYPE_TCP_UINT8
0x04F8 Type: 1   Name: TEST_FLOAT                                   flags: 0x046F TYPE_TCP_FLOAT
0x04F9 Type: 3   Name: TEST_ID                                      flags: 0x0470 TYPE_TCP_UINT32
0x04FA Type: 2   Name: TEST_INT                                     flags: 0x0471 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x04FB Type: 3   Name: TEST_TYPE_VALUE_ID                           flags: 0x0472 TYPE_TCP_UINT32
0x04FC Type: 4   Name: TEST_WORD                                    flags: 0x0473 TYPE_TCP_UINT16
0x04FD Type: 3   Name: TEXTURE_RES_ID                               flags: 0x0474 TYPE_TCP_UINT32
